,TV,Radio,Newspaper,Sales
17103,280.2,10.1,21.4,14.8
17104,187.9,17.2,17.9,14.7
17105,238.2,34.3,5.3,20.7
17106,137.9,46.4,59,19.2
17107,25,11,29.7,7.2
17108,90.4,0.3,23.2,8.7
17109,13.1,0.4,25.6,5.3
17110,255.4,26.9,5.5,19.8
17111,225.8,8.2,56.5,13.4
17112,241.7,38,23.2,21.8
17113,175.7,15.4,2.4,14.1
17114,209.6,20.6,10.7,15.9
17115,78.2,46.8,34.5,14.6
17116,75.1,35,52.7,12.6
17117,139.2,14.3,25.6,12.2
17118,76.4,0.8,14.8,9.4
17119,125.7,36.9,79.2,15.9
17120,19.4,16,22.3,6.6
17121,141.3,26.8,46.2,15.5
17122,18.8,21.7,50.4,7
17123,224,2.4,15.6,11.6
17124,123.1,34.6,12.4,15.2
17125,229.5,32.3,74.2,19.7
17126,87.2,11.8,25.9,10.6
17127,7.8,38.9,50.6,6.6
17128,80.2,0,9.2,8.8
17129,220.3,49,3.2,24.7
17130,59.6,12,43.1,9.7
17131,0.7,39.6,8.7,1.6
17132,265.2,2.9,43,12.7
17133,8.4,27.2,2.1,5.7
17134,219.8,33.5,45.1,19.6
17135,36.9,38.6,65.6,10.8
17136,48.3,47,8.5,11.6
17137,25.6,39,9.3,9.5
17138,273.7,28.9,59.7,20.8
17139,43,25.9,20.5,9.6
17140,184.9,43.9,1.7,20.7
17141,73.4,17,12.9,10.9
17142,193.7,35.4,75.6,19.2
17143,220.5,33.2,37.9,20.1
17144,104.6,5.7,34.4,10.4
17145,96.2,14.8,38.9,11.4
17146,140.3,1.9,9,10.3
17147,240.1,7.3,8.7,13.2
17148,243.2,49,44.3,25.4
17149,38,40.3,11.9,10.9
17150,44.7,25.8,20.6,10.1
17151,280.7,13.9,37,16.1
17152,121,8.4,48.7,11.6
17153,197.6,23.3,14.2,16.6
17154,171.3,39.7,37.7,19
17155,187.8,21.1,9.5,15.6
17156,4.1,11.6,5.7,3.2
17157,93.9,43.5,50.5,15.3
17158,149.8,1.3,24.3,10.1
17159,11.7,36.9,45.2,7.3
17160,131.7,18.4,34.6,12.9
17161,172.5,18.1,30.7,14.4
17162,85.7,35.8,49.3,13.3
17163,188.4,18.1,25.6,14.9
17164,163.5,36.8,7.4,18
17165,117.2,14.7,5.4,11.9
17166,234.5,3.4,84.8,11.9
17167,17.9,37.6,21.6,8
17168,206.8,5.2,19.4,12.2
17169,215.4,23.6,57.6,17.1
17170,284.3,10.6,6.4,15
17171,50,11.6,18.4,8.4
17172,164.5,20.9,47.4,14.5
17173,19.6,20.1,17,7.6
17174,168.4,7.1,12.8,11.7
17175,222.4,3.4,13.1,11.5
17176,276.9,48.9,41.8,27
17177,248.4,30.2,20.3,20.2
17178,170.2,7.8,35.2,11.7
17179,276.7,2.3,23.7,11.8
17180,165.6,10,17.6,12.6
17181,156.6,2.6,8.3,10.5
17182,218.5,5.4,27.4,12.2
17183,56.2,5.7,29.7,8.7
17184,287.6,43,71.8,26.2
17185,253.8,21.3,30,17.6
17186,205,45.1,19.6,22.6
17187,139.5,2.1,26.6,10.3
17188,191.1,28.7,18.2,17.3
17189,286,13.9,3.7,15.9
17190,18.7,12.1,23.4,6.7
17191,39.5,41.1,5.8,10.8
17192,75.5,10.8,6,9.9
17193,17.2,4.1,31.6,5.9
17194,166.8,42,3.6,19.6
17195,149.7,35.6,6,17.3
17196,38.2,3.7,13.8,7.6
17197,94.2,4.9,8.1,9.7
17198,177,9.3,6.4,12.8
17199,283.6,42,66.2,25.5
17200,232.1,8.6,8.7,13.4
17201,230.1,37.8,69.2,22.1
17202,44.5,39.3,45.1,10.4
17203,17.2,45.9,69.3,9.3
17204,151.5,41.3,58.5,18.5
17205,180.8,10.8,58.4,12.9
17206,8.7,48.9,75,7.2
17207,57.5,32.8,23.5,11.8
17208,120.2,19.6,11.6,13.2
17209,8.6,2.1,1,4.8
17210,199.8,2.6,21.2,10.6
17211,66.1,5.8,24.2,8.6
17212,214.7,24,4,17.4
17213,23.8,35.1,65.9,9.2
17214,97.5,7.6,7.2,9.7
17215,204.1,32.9,46,19
17216,195.4,47.7,52.9,22.4
17217,67.8,36.6,114,12.5
17218,281.4,39.6,55.8,24.4
17219,69.2,20.5,18.3,11.3
17220,147.3,23.9,19.1,14.6
17221,218.4,27.7,53.4,18
17222,237.4,5.1,23.5,12.5
17223,13.2,15.9,49.6,5.6
17224,228.3,16.9,26.2,15.5
17225,62.3,12.6,18.3,9.7
17226,262.9,3.5,19.5,12
17227,142.9,29.3,12.6,15
17228,240.1,16.7,22.9,15.9
17229,248.8,27.1,22.9,18.9
17230,70.6,16,40.8,10.5
17231,292.9,28.3,43.2,21.4
17232,112.9,17.4,38.6,11.9
17233,97.2,1.5,30,9.6
17234,265.6,20,0.3,17.4
17235,95.7,1.4,7.4,9.5
17236,290.7,4.1,8.5,12.8
17237,266.9,43.8,5,25.4
17238,74.7,49.4,45.7,14.7
17239,43.1,26.7,35.1,10.1
17240,228,37.7,32,21.5
17241,202.5,22.3,31.6,16.6
17242,177,33.4,38.7,17.1
17243,293.6,27.7,1.8,20.7
17244,206.9,8.4,26.4,12.9
17245,25.1,25.7,43.3,8.5
17246,175.1,22.5,31.5,14.9
17247,89.7,9.9,35.7,10.6
17248,239.9,41.5,18.5,23.2
17249,227.2,15.8,49.9,14.8
17250,66.9,11.7,36.8,9.7
17251,199.8,3.1,34.6,11.4
17252,100.4,9.6,3.6,10.7
17253,216.4,41.7,39.6,22.6
17254,182.6,46.2,58.7,21.2
17255,262.7,28.8,15.9,20.2
17256,198.9,49.4,60,23.7
17257,7.3,28.1,41.4,5.5
17258,136.2,19.2,16.6,13.2
17259,210.8,49.6,37.7,23.8
17260,210.7,29.5,9.3,18.4
17261,53.5,2,21.4,8.1
17262,261.3,42.7,54.7,24.2
17263,239.3,15.5,27.3,15.7
17264,102.7,29.6,8.4,14
17265,131.1,42.8,28.9,18
17266,69,9.3,0.9,9.3
17267,31.5,24.6,2.2,9.5
17268,139.3,14.5,10.2,13.4
17269,237.4,27.5,11,18.9
17270,216.8,43.9,27.2,22.3
17271,199.1,30.6,38.7,18.3
17272,109.8,14.3,31.7,12.4
17273,26.8,33,19.3,8.8
17274,129.4,5.7,31.3,11
17275,213.4,24.6,13.1,17
17276,16.9,43.7,89.4,8.7
17277,27.5,1.6,20.7,6.9
17278,120.5,28.5,14.2,14.2
17279,5.4,29.9,9.4,5.3
17280,116,7.7,23.1,11
17281,76.4,26.7,22.3,11.8
17282,239.8,4.1,36.9,12.3
17283,75.3,20.3,32.5,11.3
17284,68.4,44.5,35.6,13.6
17285,213.5,43,33.8,21.7
17286,193.2,18.4,65.7,15.2
17287,76.3,27.5,16,12
17288,110.7,40.6,63.2,16
17289,88.3,25.5,73.4,12.9
17290,109.8,47.8,51.4,16.7
17291,134.3,4.9,9.3,11.2
17292,28.6,1.5,33,7.3
17293,217.7,33.5,59,19.4
17294,250.9,36.5,72.3,22.2
17295,107.4,14,10.9,11.5
17296,163.3,31.6,52.9,16.9
17297,197.6,3.5,5.9,11.7
17298,184.9,21,22,15.5
17299,289.7,42.3,51.2,25.4
17300,135.2,41.7,45.9,17.2
17301,222.4,4.3,49.8,11.7
17302,296.4,36.3,100.9,23.8
17303,280.2,10.1,21.4,14.8
17304,187.9,17.2,17.9,14.7
17305,238.2,34.3,5.3,20.7
17306,137.9,46.4,59,19.2
17307,25,11,29.7,7.2
17308,90.4,0.3,23.2,8.7
17309,13.1,0.4,25.6,5.3
17310,255.4,26.9,5.5,19.8
17311,225.8,8.2,56.5,13.4
17312,241.7,38,23.2,21.8
17313,175.7,15.4,2.4,14.1
17314,209.6,20.6,10.7,15.9
17315,78.2,46.8,34.5,14.6
17316,75.1,35,52.7,12.6
17317,139.2,14.3,25.6,12.2
17318,76.4,0.8,14.8,9.4
17319,125.7,36.9,79.2,15.9
17320,19.4,16,22.3,6.6
17321,141.3,26.8,46.2,15.5
17322,18.8,21.7,50.4,7
17323,224,2.4,15.6,11.6
17324,123.1,34.6,12.4,15.2
17325,229.5,32.3,74.2,19.7
17326,87.2,11.8,25.9,10.6
17327,7.8,38.9,50.6,6.6
17328,80.2,0,9.2,8.8
17329,220.3,49,3.2,24.7
17330,59.6,12,43.1,9.7
17331,0.7,39.6,8.7,1.6
17332,265.2,2.9,43,12.7
17333,8.4,27.2,2.1,5.7
17334,219.8,33.5,45.1,19.6
17335,36.9,38.6,65.6,10.8
17336,48.3,47,8.5,11.6
17337,25.6,39,9.3,9.5
17338,273.7,28.9,59.7,20.8
17339,43,25.9,20.5,9.6
17340,184.9,43.9,1.7,20.7
17341,73.4,17,12.9,10.9
17342,193.7,35.4,75.6,19.2
17343,220.5,33.2,37.9,20.1
17344,104.6,5.7,34.4,10.4
17345,96.2,14.8,38.9,11.4
17346,140.3,1.9,9,10.3
17347,240.1,7.3,8.7,13.2
17348,243.2,49,44.3,25.4
17349,38,40.3,11.9,10.9
17350,44.7,25.8,20.6,10.1
17351,280.7,13.9,37,16.1
17352,121,8.4,48.7,11.6
17353,197.6,23.3,14.2,16.6
17354,171.3,39.7,37.7,19
17355,187.8,21.1,9.5,15.6
17356,4.1,11.6,5.7,3.2
17357,93.9,43.5,50.5,15.3
17358,149.8,1.3,24.3,10.1
17359,11.7,36.9,45.2,7.3
17360,131.7,18.4,34.6,12.9
17361,172.5,18.1,30.7,14.4
17362,85.7,35.8,49.3,13.3
17363,188.4,18.1,25.6,14.9
17364,163.5,36.8,7.4,18
17365,117.2,14.7,5.4,11.9
17366,234.5,3.4,84.8,11.9
17367,17.9,37.6,21.6,8
17368,206.8,5.2,19.4,12.2
17369,215.4,23.6,57.6,17.1
17370,284.3,10.6,6.4,15
17371,50,11.6,18.4,8.4
17372,164.5,20.9,47.4,14.5
17373,19.6,20.1,17,7.6
17374,168.4,7.1,12.8,11.7
17375,222.4,3.4,13.1,11.5
17376,276.9,48.9,41.8,27
17377,248.4,30.2,20.3,20.2
17378,170.2,7.8,35.2,11.7
17379,276.7,2.3,23.7,11.8
17380,165.6,10,17.6,12.6
17381,156.6,2.6,8.3,10.5
17382,218.5,5.4,27.4,12.2
17383,56.2,5.7,29.7,8.7
17384,287.6,43,71.8,26.2
17385,253.8,21.3,30,17.6
17386,205,45.1,19.6,22.6
17387,139.5,2.1,26.6,10.3
17388,191.1,28.7,18.2,17.3
17389,286,13.9,3.7,15.9
17390,18.7,12.1,23.4,6.7
17391,39.5,41.1,5.8,10.8
17392,75.5,10.8,6,9.9
17393,17.2,4.1,31.6,5.9
17394,166.8,42,3.6,19.6
17395,149.7,35.6,6,17.3
17396,38.2,3.7,13.8,7.6
17397,94.2,4.9,8.1,9.7
17398,177,9.3,6.4,12.8
17399,283.6,42,66.2,25.5
17400,232.1,8.6,8.7,13.4
17401,230.1,37.8,69.2,22.1
17402,44.5,39.3,45.1,10.4
17403,17.2,45.9,69.3,9.3
17404,151.5,41.3,58.5,18.5
17405,180.8,10.8,58.4,12.9
17406,8.7,48.9,75,7.2
17407,57.5,32.8,23.5,11.8
17408,120.2,19.6,11.6,13.2
17409,8.6,2.1,1,4.8
17410,199.8,2.6,21.2,10.6
17411,66.1,5.8,24.2,8.6
17412,214.7,24,4,17.4
17413,23.8,35.1,65.9,9.2
17414,97.5,7.6,7.2,9.7
17415,204.1,32.9,46,19
17416,195.4,47.7,52.9,22.4
17417,67.8,36.6,114,12.5
17418,281.4,39.6,55.8,24.4
17419,69.2,20.5,18.3,11.3
17420,147.3,23.9,19.1,14.6
17421,218.4,27.7,53.4,18
17422,237.4,5.1,23.5,12.5
17423,13.2,15.9,49.6,5.6
17424,228.3,16.9,26.2,15.5
17425,62.3,12.6,18.3,9.7
17426,262.9,3.5,19.5,12
17427,142.9,29.3,12.6,15
17428,240.1,16.7,22.9,15.9
17429,248.8,27.1,22.9,18.9
17430,70.6,16,40.8,10.5
17431,292.9,28.3,43.2,21.4
17432,112.9,17.4,38.6,11.9
17433,97.2,1.5,30,9.6
17434,265.6,20,0.3,17.4
17435,95.7,1.4,7.4,9.5
17436,290.7,4.1,8.5,12.8
17437,266.9,43.8,5,25.4
17438,74.7,49.4,45.7,14.7
17439,43.1,26.7,35.1,10.1
17440,228,37.7,32,21.5
17441,202.5,22.3,31.6,16.6
17442,177,33.4,38.7,17.1
17443,293.6,27.7,1.8,20.7
17444,206.9,8.4,26.4,12.9
17445,25.1,25.7,43.3,8.5
17446,175.1,22.5,31.5,14.9
17447,89.7,9.9,35.7,10.6
17448,239.9,41.5,18.5,23.2
17449,227.2,15.8,49.9,14.8
17450,66.9,11.7,36.8,9.7
17451,199.8,3.1,34.6,11.4
17452,100.4,9.6,3.6,10.7
17453,216.4,41.7,39.6,22.6
17454,182.6,46.2,58.7,21.2
17455,262.7,28.8,15.9,20.2
17456,198.9,49.4,60,23.7
17457,7.3,28.1,41.4,5.5
17458,136.2,19.2,16.6,13.2
17459,210.8,49.6,37.7,23.8
17460,210.7,29.5,9.3,18.4
17461,53.5,2,21.4,8.1
17462,261.3,42.7,54.7,24.2
17463,239.3,15.5,27.3,15.7
17464,102.7,29.6,8.4,14
17465,131.1,42.8,28.9,18
17466,69,9.3,0.9,9.3
17467,31.5,24.6,2.2,9.5
17468,139.3,14.5,10.2,13.4
17469,237.4,27.5,11,18.9
17470,216.8,43.9,27.2,22.3
17471,199.1,30.6,38.7,18.3
17472,109.8,14.3,31.7,12.4
17473,26.8,33,19.3,8.8
17474,129.4,5.7,31.3,11
17475,213.4,24.6,13.1,17
17476,16.9,43.7,89.4,8.7
17477,27.5,1.6,20.7,6.9
17478,120.5,28.5,14.2,14.2
17479,5.4,29.9,9.4,5.3
17480,116,7.7,23.1,11
17481,76.4,26.7,22.3,11.8
17482,239.8,4.1,36.9,12.3
17483,75.3,20.3,32.5,11.3
17484,68.4,44.5,35.6,13.6
17485,213.5,43,33.8,21.7
17486,193.2,18.4,65.7,15.2
17487,76.3,27.5,16,12
17488,110.7,40.6,63.2,16
17489,88.3,25.5,73.4,12.9
17490,109.8,47.8,51.4,16.7
17491,134.3,4.9,9.3,11.2
17492,28.6,1.5,33,7.3
17493,217.7,33.5,59,19.4
17494,250.9,36.5,72.3,22.2
17495,107.4,14,10.9,11.5
17496,163.3,31.6,52.9,16.9
17497,197.6,3.5,5.9,11.7
17498,184.9,21,22,15.5
17499,289.7,42.3,51.2,25.4
17500,135.2,41.7,45.9,17.2
17501,222.4,4.3,49.8,11.7
17502,296.4,36.3,100.9,23.8
17503,280.2,10.1,21.4,14.8
17504,187.9,17.2,17.9,14.7
17505,238.2,34.3,5.3,20.7
17506,137.9,46.4,59,19.2
17507,25,11,29.7,7.2
17508,90.4,0.3,23.2,8.7
17509,13.1,0.4,25.6,5.3
17510,255.4,26.9,5.5,19.8
17511,225.8,8.2,56.5,13.4
17512,241.7,38,23.2,21.8
17513,175.7,15.4,2.4,14.1
17514,209.6,20.6,10.7,15.9
17515,78.2,46.8,34.5,14.6
17516,75.1,35,52.7,12.6
17517,139.2,14.3,25.6,12.2
17518,76.4,0.8,14.8,9.4
17519,125.7,36.9,79.2,15.9
17520,19.4,16,22.3,6.6
17521,141.3,26.8,46.2,15.5
17522,18.8,21.7,50.4,7
17523,224,2.4,15.6,11.6
17524,123.1,34.6,12.4,15.2
17525,229.5,32.3,74.2,19.7
17526,87.2,11.8,25.9,10.6
17527,7.8,38.9,50.6,6.6
17528,80.2,0,9.2,8.8
17529,220.3,49,3.2,24.7
17530,59.6,12,43.1,9.7
17531,0.7,39.6,8.7,1.6
17532,265.2,2.9,43,12.7
17533,8.4,27.2,2.1,5.7
17534,219.8,33.5,45.1,19.6
17535,36.9,38.6,65.6,10.8
17536,48.3,47,8.5,11.6
17537,25.6,39,9.3,9.5
17538,273.7,28.9,59.7,20.8
17539,43,25.9,20.5,9.6
17540,184.9,43.9,1.7,20.7
17541,73.4,17,12.9,10.9
17542,193.7,35.4,75.6,19.2
17543,220.5,33.2,37.9,20.1
17544,104.6,5.7,34.4,10.4
17545,96.2,14.8,38.9,11.4
17546,140.3,1.9,9,10.3
17547,240.1,7.3,8.7,13.2
17548,243.2,49,44.3,25.4
17549,38,40.3,11.9,10.9
17550,44.7,25.8,20.6,10.1
17551,280.7,13.9,37,16.1
17552,121,8.4,48.7,11.6
17553,197.6,23.3,14.2,16.6
17554,171.3,39.7,37.7,19
17555,187.8,21.1,9.5,15.6
17556,4.1,11.6,5.7,3.2
17557,93.9,43.5,50.5,15.3
17558,149.8,1.3,24.3,10.1
17559,11.7,36.9,45.2,7.3
17560,131.7,18.4,34.6,12.9
17561,172.5,18.1,30.7,14.4
17562,85.7,35.8,49.3,13.3
17563,188.4,18.1,25.6,14.9
17564,163.5,36.8,7.4,18
17565,117.2,14.7,5.4,11.9
17566,234.5,3.4,84.8,11.9
17567,17.9,37.6,21.6,8
17568,206.8,5.2,19.4,12.2
17569,215.4,23.6,57.6,17.1
17570,284.3,10.6,6.4,15
17571,50,11.6,18.4,8.4
17572,164.5,20.9,47.4,14.5
17573,19.6,20.1,17,7.6
17574,168.4,7.1,12.8,11.7
17575,222.4,3.4,13.1,11.5
17576,276.9,48.9,41.8,27
17577,248.4,30.2,20.3,20.2
17578,170.2,7.8,35.2,11.7
17579,276.7,2.3,23.7,11.8
17580,165.6,10,17.6,12.6
17581,156.6,2.6,8.3,10.5
17582,218.5,5.4,27.4,12.2
17583,56.2,5.7,29.7,8.7
17584,287.6,43,71.8,26.2
17585,253.8,21.3,30,17.6
17586,205,45.1,19.6,22.6
17587,139.5,2.1,26.6,10.3
17588,191.1,28.7,18.2,17.3
17589,286,13.9,3.7,15.9
17590,18.7,12.1,23.4,6.7
17591,39.5,41.1,5.8,10.8
17592,75.5,10.8,6,9.9
17593,17.2,4.1,31.6,5.9
17594,166.8,42,3.6,19.6
17595,149.7,35.6,6,17.3
17596,38.2,3.7,13.8,7.6
17597,94.2,4.9,8.1,9.7
17598,177,9.3,6.4,12.8
17599,283.6,42,66.2,25.5
17600,232.1,8.6,8.7,13.4
17601,230.1,37.8,69.2,22.1
17602,44.5,39.3,45.1,10.4
17603,17.2,45.9,69.3,9.3
17604,151.5,41.3,58.5,18.5
17605,180.8,10.8,58.4,12.9
17606,8.7,48.9,75,7.2
17607,57.5,32.8,23.5,11.8
17608,120.2,19.6,11.6,13.2
17609,8.6,2.1,1,4.8
17610,199.8,2.6,21.2,10.6
17611,66.1,5.8,24.2,8.6
17612,214.7,24,4,17.4
17613,23.8,35.1,65.9,9.2
17614,97.5,7.6,7.2,9.7
17615,204.1,32.9,46,19
17616,195.4,47.7,52.9,22.4
17617,67.8,36.6,114,12.5
17618,281.4,39.6,55.8,24.4
17619,69.2,20.5,18.3,11.3
17620,147.3,23.9,19.1,14.6
17621,218.4,27.7,53.4,18
17622,237.4,5.1,23.5,12.5
17623,13.2,15.9,49.6,5.6
17624,228.3,16.9,26.2,15.5
17625,62.3,12.6,18.3,9.7
17626,262.9,3.5,19.5,12
17627,142.9,29.3,12.6,15
17628,240.1,16.7,22.9,15.9
17629,248.8,27.1,22.9,18.9
17630,70.6,16,40.8,10.5
17631,292.9,28.3,43.2,21.4
17632,112.9,17.4,38.6,11.9
17633,97.2,1.5,30,9.6
17634,265.6,20,0.3,17.4
17635,95.7,1.4,7.4,9.5
17636,290.7,4.1,8.5,12.8
17637,266.9,43.8,5,25.4
17638,74.7,49.4,45.7,14.7
17639,43.1,26.7,35.1,10.1
17640,228,37.7,32,21.5
17641,202.5,22.3,31.6,16.6
17642,177,33.4,38.7,17.1
17643,293.6,27.7,1.8,20.7
17644,206.9,8.4,26.4,12.9
17645,25.1,25.7,43.3,8.5
17646,175.1,22.5,31.5,14.9
17647,89.7,9.9,35.7,10.6
17648,239.9,41.5,18.5,23.2
17649,227.2,15.8,49.9,14.8
17650,66.9,11.7,36.8,9.7
17651,199.8,3.1,34.6,11.4
17652,100.4,9.6,3.6,10.7
17653,216.4,41.7,39.6,22.6
17654,182.6,46.2,58.7,21.2
17655,262.7,28.8,15.9,20.2
17656,198.9,49.4,60,23.7
17657,7.3,28.1,41.4,5.5
17658,136.2,19.2,16.6,13.2
17659,210.8,49.6,37.7,23.8
17660,210.7,29.5,9.3,18.4
17661,53.5,2,21.4,8.1
17662,261.3,42.7,54.7,24.2
17663,239.3,15.5,27.3,15.7
17664,102.7,29.6,8.4,14
17665,131.1,42.8,28.9,18
17666,69,9.3,0.9,9.3
17667,31.5,24.6,2.2,9.5
17668,139.3,14.5,10.2,13.4
17669,237.4,27.5,11,18.9
17670,216.8,43.9,27.2,22.3
17671,199.1,30.6,38.7,18.3
17672,109.8,14.3,31.7,12.4
17673,26.8,33,19.3,8.8
17674,129.4,5.7,31.3,11
17675,213.4,24.6,13.1,17
17676,16.9,43.7,89.4,8.7
17677,27.5,1.6,20.7,6.9
17678,120.5,28.5,14.2,14.2
17679,5.4,29.9,9.4,5.3
17680,116,7.7,23.1,11
17681,76.4,26.7,22.3,11.8
17682,239.8,4.1,36.9,12.3
17683,75.3,20.3,32.5,11.3
17684,68.4,44.5,35.6,13.6
17685,213.5,43,33.8,21.7
17686,193.2,18.4,65.7,15.2
17687,76.3,27.5,16,12
17688,110.7,40.6,63.2,16
17689,88.3,25.5,73.4,12.9
17690,109.8,47.8,51.4,16.7
17691,134.3,4.9,9.3,11.2
17692,28.6,1.5,33,7.3
17693,217.7,33.5,59,19.4
17694,250.9,36.5,72.3,22.2
17695,107.4,14,10.9,11.5
17696,163.3,31.6,52.9,16.9
17697,197.6,3.5,5.9,11.7
17698,184.9,21,22,15.5
17699,289.7,42.3,51.2,25.4
17700,135.2,41.7,45.9,17.2
17701,222.4,4.3,49.8,11.7
17702,296.4,36.3,100.9,23.8
17703,280.2,10.1,21.4,14.8
17704,187.9,17.2,17.9,14.7
17705,238.2,34.3,5.3,20.7
17706,137.9,46.4,59,19.2
17707,25,11,29.7,7.2
17708,90.4,0.3,23.2,8.7
17709,13.1,0.4,25.6,5.3
17710,255.4,26.9,5.5,19.8
17711,225.8,8.2,56.5,13.4
17712,241.7,38,23.2,21.8
17713,175.7,15.4,2.4,14.1
17714,209.6,20.6,10.7,15.9
17715,78.2,46.8,34.5,14.6
17716,75.1,35,52.7,12.6
17717,139.2,14.3,25.6,12.2
17718,76.4,0.8,14.8,9.4
17719,125.7,36.9,79.2,15.9
17720,19.4,16,22.3,6.6
17721,141.3,26.8,46.2,15.5
17722,18.8,21.7,50.4,7
17723,224,2.4,15.6,11.6
17724,123.1,34.6,12.4,15.2
17725,229.5,32.3,74.2,19.7
17726,87.2,11.8,25.9,10.6
17727,7.8,38.9,50.6,6.6
17728,80.2,0,9.2,8.8
17729,220.3,49,3.2,24.7
17730,59.6,12,43.1,9.7
17731,0.7,39.6,8.7,1.6
17732,265.2,2.9,43,12.7
17733,8.4,27.2,2.1,5.7
17734,219.8,33.5,45.1,19.6
17735,36.9,38.6,65.6,10.8
17736,48.3,47,8.5,11.6
17737,25.6,39,9.3,9.5
17738,273.7,28.9,59.7,20.8
17739,43,25.9,20.5,9.6
17740,184.9,43.9,1.7,20.7
17741,73.4,17,12.9,10.9
17742,193.7,35.4,75.6,19.2
17743,220.5,33.2,37.9,20.1
17744,104.6,5.7,34.4,10.4
17745,96.2,14.8,38.9,11.4
17746,140.3,1.9,9,10.3
17747,240.1,7.3,8.7,13.2
17748,243.2,49,44.3,25.4
17749,38,40.3,11.9,10.9
17750,44.7,25.8,20.6,10.1
17751,280.7,13.9,37,16.1
17752,121,8.4,48.7,11.6
17753,197.6,23.3,14.2,16.6
17754,171.3,39.7,37.7,19
17755,187.8,21.1,9.5,15.6
17756,4.1,11.6,5.7,3.2
17757,93.9,43.5,50.5,15.3
17758,149.8,1.3,24.3,10.1
17759,11.7,36.9,45.2,7.3
17760,131.7,18.4,34.6,12.9
17761,172.5,18.1,30.7,14.4
17762,85.7,35.8,49.3,13.3
17763,188.4,18.1,25.6,14.9
17764,163.5,36.8,7.4,18
17765,117.2,14.7,5.4,11.9
17766,234.5,3.4,84.8,11.9
17767,17.9,37.6,21.6,8
17768,206.8,5.2,19.4,12.2
17769,215.4,23.6,57.6,17.1
17770,284.3,10.6,6.4,15
17771,50,11.6,18.4,8.4
17772,164.5,20.9,47.4,14.5
17773,19.6,20.1,17,7.6
17774,168.4,7.1,12.8,11.7
17775,222.4,3.4,13.1,11.5
17776,276.9,48.9,41.8,27
17777,248.4,30.2,20.3,20.2
17778,170.2,7.8,35.2,11.7
17779,276.7,2.3,23.7,11.8
17780,165.6,10,17.6,12.6
17781,156.6,2.6,8.3,10.5
17782,218.5,5.4,27.4,12.2
17783,56.2,5.7,29.7,8.7
17784,287.6,43,71.8,26.2
17785,253.8,21.3,30,17.6
17786,205,45.1,19.6,22.6
17787,139.5,2.1,26.6,10.3
17788,191.1,28.7,18.2,17.3
17789,286,13.9,3.7,15.9
17790,18.7,12.1,23.4,6.7
17791,39.5,41.1,5.8,10.8
17792,75.5,10.8,6,9.9
17793,17.2,4.1,31.6,5.9
17794,166.8,42,3.6,19.6
17795,149.7,35.6,6,17.3
17796,38.2,3.7,13.8,7.6
17797,94.2,4.9,8.1,9.7
17798,177,9.3,6.4,12.8
17799,283.6,42,66.2,25.5
17800,232.1,8.6,8.7,13.4
17801,230.1,37.8,69.2,22.1
17802,44.5,39.3,45.1,10.4
17803,17.2,45.9,69.3,9.3
17804,151.5,41.3,58.5,18.5
17805,180.8,10.8,58.4,12.9
17806,8.7,48.9,75,7.2
17807,57.5,32.8,23.5,11.8
17808,120.2,19.6,11.6,13.2
17809,8.6,2.1,1,4.8
17810,199.8,2.6,21.2,10.6
17811,66.1,5.8,24.2,8.6
17812,214.7,24,4,17.4
17813,23.8,35.1,65.9,9.2
17814,97.5,7.6,7.2,9.7
17815,204.1,32.9,46,19
17816,195.4,47.7,52.9,22.4
17817,67.8,36.6,114,12.5
17818,281.4,39.6,55.8,24.4
17819,69.2,20.5,18.3,11.3
17820,147.3,23.9,19.1,14.6
17821,218.4,27.7,53.4,18
17822,237.4,5.1,23.5,12.5
17823,13.2,15.9,49.6,5.6
17824,228.3,16.9,26.2,15.5
17825,62.3,12.6,18.3,9.7
17826,262.9,3.5,19.5,12
17827,142.9,29.3,12.6,15
17828,240.1,16.7,22.9,15.9
17829,248.8,27.1,22.9,18.9
17830,70.6,16,40.8,10.5
17831,292.9,28.3,43.2,21.4
17832,112.9,17.4,38.6,11.9
17833,97.2,1.5,30,9.6
17834,265.6,20,0.3,17.4
17835,95.7,1.4,7.4,9.5
17836,290.7,4.1,8.5,12.8
17837,266.9,43.8,5,25.4
17838,74.7,49.4,45.7,14.7
17839,43.1,26.7,35.1,10.1
17840,228,37.7,32,21.5
17841,202.5,22.3,31.6,16.6
17842,177,33.4,38.7,17.1
17843,293.6,27.7,1.8,20.7
17844,206.9,8.4,26.4,12.9
17845,25.1,25.7,43.3,8.5
17846,175.1,22.5,31.5,14.9
17847,89.7,9.9,35.7,10.6
17848,239.9,41.5,18.5,23.2
17849,227.2,15.8,49.9,14.8
17850,66.9,11.7,36.8,9.7
17851,199.8,3.1,34.6,11.4
17852,100.4,9.6,3.6,10.7
17853,216.4,41.7,39.6,22.6
17854,182.6,46.2,58.7,21.2
17855,262.7,28.8,15.9,20.2
17856,198.9,49.4,60,23.7
17857,7.3,28.1,41.4,5.5
17858,136.2,19.2,16.6,13.2
17859,210.8,49.6,37.7,23.8
17860,210.7,29.5,9.3,18.4
17861,53.5,2,21.4,8.1
17862,261.3,42.7,54.7,24.2
17863,239.3,15.5,27.3,15.7
17864,102.7,29.6,8.4,14
17865,131.1,42.8,28.9,18
17866,69,9.3,0.9,9.3
17867,31.5,24.6,2.2,9.5
